Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P26755|RFA3_YEAST	P26755	RFA3_YEAST	RFA3	122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Replication factor A protein 3	1.0	0.999	2	26	26	26	3	2	2	2	1	2	0	1	0	2	3	3	2	2	1	3	2	2	2	1	2	0	1	0	2	3	3	2	2	1	3	2	2	2	1	2	0	1	0	2	3	3	2	2	1	552919.3	0.0	343992.03	469745.0	506713.5	516704.0	0.0	368832.38	0.0	685052.3	1075323.2	1514144.0	1732280.5	927549.06	1350358.2	559950.1	0.0	0.0	431682.56	0.0	521189.7	0.0	0.0	0.0	0.0	847755.06	1508313.5	1422544.5	0.0	1343997.1	
sp|P26783|RS5_YEAST	P26783	RS5_YEAST	RPS5	225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS7	1.0	0.999	10	139	139	139	14	14	8	12	13	13	9	8	7	9	7	7	6	5	7	14	14	8	12	13	13	9	8	7	9	7	7	6	5	7	14	14	8	12	13	13	9	8	7	9	7	7	6	5	7	6.4782748E7	5.6910676E7	6.087352E7	6.217164E7	6.0353996E7	5.967363E7	7.933933E7	6.5542228E7	3.6556076E7	5.284302E7	5.2210616E7	5.5565676E7	6.1477176E7	4.772896E7	4.6699816E7	1.8807192E7	1.6940756E7	1.74393E7	1.7929044E7	1.7547388E7	1.7975834E7	2.1213604E7	1.913577E7	1.1773414E7	1.7290796E7	1.6277079E7	1.4546677E7	1.8763482E7	1.6369753E7	1.969588E7	
sp|P26784|RL16A_YEAST	P26784	RL16A_YEAST	RPL16A	199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13A	1.0	0.999	7	45	45	68	3	3	3	3	3	3	4	3	3	4	2	3	2	3	3	3	3	3	3	3	3	4	3	3	4	2	3	2	3	3	5	5	5	5	5	5	6	5	4	5	3	4	3	4	4	1.5000153E7	1.5767943E7	1.5311173E7	1.6070632E7	1.4836454E7	1.5106178E7	1.1036901E7	1.2841186E7	7231724.0	6579490.0	6663505.0	1.1771324E7	1.154842E7	1.225472E7	6874104.5	9495056.0	9986369.0	9841321.0	1.0178867E7	9720587.0	9484346.0	7557925.0	8368088.5	6784199.0	761640.3	0.0	8310506.5	8062296.5	8686132.0	0.0	
sp|P26785|RL16B_YEAST	P26785	RL16B_YEAST	RPL16B	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13B	1.0	0.999	9	111	88	111	8	9	7	9	9	9	8	8	7	8	7	7	5	5	5	6	7	5	7	7	7	6	6	6	7	6	6	4	4	4	8	9	7	9	9	9	8	8	7	8	7	7	5	5	5	6.2554212E7	6.24149E7	6.347617E7	6.0002396E7	5.5803136E7	5.92049E7	6.6465948E7	6.170649E7	6.4029696E7	5.7628136E7	5.9245716E7	5.460906E7	5.443102E7	5.814073E7	5.9587708E7	2.5558562E7	2.4779068E7	2.4772226E7	2.4414008E7	2.2949766E7	2.5448538E7	2.7897464E7	2.7709012E7	2.5116922E7	2.6996906E7	2.505603E7	2.598834E7	2.67251E7	2.8405472E7	2.8379684E7	
sp|P26786|RS7A_YEAST	P26786	RS7A_YEAST	RPS7A	190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS7A	1.0	0.999	8	61	61	129	5	5	5	5	4	4	5	5	2	5	2	4	3	3	4	5	5	5	5	4	4	5	5	2	5	2	4	3	3	4	10	10	10	11	9	8	9	10	7	9	6	8	7	7	8	3.3903344E7	3.0836916E7	3.0695762E7	3.1284408E7	3.1873936E7	3.2754644E7	4.0450456E7	3.3861092E7	3.1605926E7	2.807035E7	2.8492608E7	3.2163076E7	2.5207508E7	2.5936504E7	3.600676E7	1.9325878E7	1.3941446E7	1.4311728E7	1.7195348E7	1.6275658E7	1.7010678E7	2.3960886E7	1.8513472E7	2.4317832E7	1.6435137E7	1.4245119E7	1.994756E7	3.3303994E7	2.6810792E7	2.0100728E7	
sp|P27466|KCC1_YEAST	P27466	KCC1_YEAST	CMK1	446	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase I	1.0	0.999	4	25	25	25	3	1	1	3	1	3	1	2	2	1	2	2	0	2	1	3	1	1	3	1	3	1	2	2	1	2	2	0	2	1	3	1	1	3	1	3	1	2	2	1	2	2	0	2	1	1369931.4	1358455.6	639312.4	1401531.2	1306811.5	1335985.8	712257.8	845852.75	824360.56	777875.25	658017.94	641461.56	0.0	715636.0	672138.5	817706.9	835159.75	0.0	837207.0	803871.5	796317.56	435912.62	499858.84	467533.12	459434.0	378891.22	371634.75	0.0	424301.47	385764.84	
sp|P27476|NSR1_YEAST	P27476	NSR1_YEAST	NSR1	414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nuclear localization sequence-binding protein	1.0	0.999	4	23	23	23	3	3	2	4	4	4	1	0	1	0	1	0	0	0	0	3	3	2	4	4	4	1	0	1	0	1	0	0	0	0	3	3	2	4	4	4	1	0	1	0	1	0	0	0	0	2708341.8	2416209.5	2410379.2	2814420.8	2686446.2	2844844.0	1679567.1	569503.0	36558.785	145643.89	142323.61	436177.4	0.0	156474.55	102788.83	1540574.6	1253090.4	1237204.4	1730401.1	1523360.2	1390659.5	0.0	0.0	0.0	0.0	0.0	1076755.2	0.0	0.0	0.0	
sp|P27614|CBPS_YEAST	P27614	CBPS_YEAST	CPS1	576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Carboxypeptidase S	1.0	0.999	7	48	48	48	4	5	3	4	6	7	4	3	4	2	1	2	1	1	1	4	5	3	4	6	7	4	3	4	2	1	2	1	1	1	4	5	3	4	6	7	4	3	4	2	1	2	1	1	1	5358956.5	5304867.0	5770828.5	7958169.0	6073469.0	8796864.0	4206934.0	5141558.0	3564634.0	4368454.5	3641521.5	3220713.0	4251362.0	4394381.5	3840095.0	2193474.2	2090646.8	2334809.2	2274336.5	2417622.5	2275219.5	2164277.8	2133262.2	1886416.9	1881500.0	1921108.6	1858312.1	1801168.5	2188147.0	1889026.1	
sp|P27616|PUR7_YEAST	P27616	PUR7_YEAST	ADE1	306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1.0	0.999	14	185	185	185	13	11	13	15	14	12	14	10	12	11	11	13	12	12	12	13	11	13	15	14	12	14	10	12	11	11	13	12	12	12	13	11	13	15	14	12	14	10	12	11	11	13	12	12	12	3.1657304E7	3.2428632E7	3.471731E7	3.5540776E7	3.6036356E7	3.0618736E7	3.994318E7	3.76924E7	2.5053068E7	3.5877268E7	4.0065404E7	4.263764E7	4.0628556E7	3.8702944E7	3.8984972E7	5820341.0	5370026.5	5776709.0	5476592.0	5648878.0	5501799.5	6243061.0	5791132.0	3590361.5	5601193.5	6477858.0	6472931.0	6290055.5	5565274.0	5784356.0	
sp|P27680|COQ3_YEAST	P27680	COQ3_YEAST	COQ3	312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	0.9977	0.9988	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	30715.441	34420.676	0.0	22824.318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P27692|SPT5_YEAST	P27692	SPT5_YEAST	SPT5	1063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	5	18	18	18	2	2	1	3	3	3	1	0	0	0	0	3	0	0	0	2	2	1	3	3	3	1	0	0	0	0	3	0	0	0	2	2	1	3	3	3	1	0	0	0	0	3	0	0	0	803135.3	788977.7	744711.8	902781.9	853551.6	767547.06	566413.2	656977.56	491567.47	420308.5	184528.56	612172.5	330518.94	241773.66	0.0	329971.6	324500.22	303468.0	334359.5	309853.66	365343.03	433186.16	315600.66	273757.72	236983.38	0.0	228567.9	0.0	0.0	0.0	
sp|P27796|THIK_YEAST	P27796	THIK_YEAST	POT1	417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	3-ketoacyl-CoA thiolase, peroxisomal	1.0	0.999	9	60	60	60	7	3	4	6	5	7	6	5	1	2	2	4	3	2	3	7	3	4	6	5	7	6	5	1	2	2	4	3	2	3	7	3	4	6	5	7	6	5	1	2	2	4	3	2	3	1.0387308E7	9318401.0	9929314.0	1.005998E7	9994190.0	9231177.0	8107548.0	8066998.0	7079540.0	7611180.0	6079615.0	6485746.0	6781044.0	6361472.0	5629295.5	2341084.5	2729201.0	2494349.5	2666498.5	2466835.0	2477796.2	2360459.8	2004413.0	3053053.0	2556667.0	2471850.2	2568147.5	2659222.8	2617829.8	2579591.0	
sp|P27809|KRE2_YEAST	P27809	KRE2_YEAST	KRE2	442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glycolipid 2-alpha-mannosyltransferase	0.9997	0.9989	2	10	10	10	1	1	0	1	1	1	0	2	1	0	1	1	0	0	0	1	1	0	1	1	1	0	2	1	0	1	1	0	0	0	1	1	0	1	1	1	0	2	1	0	1	1	0	0	0	375444.28	273659.47	261029.47	396620.47	469137.84	354165.22	316741.2	755577.0	71915.48	277495.97	3871226.2	513907.3	364423.1	0.0	264887.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	674827.8	0.0	0.0	2059925.0	0.0	0.0	0.0	0.0	
sp|P27810|KTR1_YEAST	P27810	KTR1_YEAST	KTR1	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Alpha-1,2 mannosyltransferase KTR1	1.0	0.999	2	10	10	10	2	2	1	1	1	1	1	0	1	0	0	0	0	0	0	2	2	1	1	1	1	1	0	1	0	0	0	0	0	0	2	2	1	1	1	1	1	0	1	0	0	0	0	0	0	416020.5	432559.94	403419.7	0.0	0.0	0.0	482316.44	364176.47	27119.826	405381.94	782535.7	879462.3	0.0	723042.75	1395929.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P27882|ERV1_YEAST	P27882	ERV1_YEAST	ERV1	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	0.9999	0.999	3	7	7	7	1	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	0	0	1	1	0	1	2	21283.275	0.0	0.0	0.0	0.0	0.0	377621.34	433584.44	505907.78	543390.0	552917.4	707367.25	574796.44	734209.2	2613395.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	815903.94	0.0	0.0	1127057.4	
sp|P27929|NAM9_YEAST	P27929	NAM9_YEAST	NAM9	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS4m	1.0	0.999	8	49	49	49	5	5	4	6	5	5	3	2	1	3	2	2	2	1	3	5	5	4	6	5	5	3	2	1	3	2	2	2	1	3	5	5	4	6	5	5	3	2	1	3	2	2	2	1	3	1705608.4	1770913.1	1845964.2	1903582.1	1761897.1	1729429.1	1323970.4	1403767.6	884469.0	1699425.2	1055219.8	1518331.5	1244508.0	631192.4	500513.62	596946.94	628785.5	667463.2	614850.44	630041.75	606009.44	521224.16	615923.3	586522.2	599808.94	537108.5	651850.56	409245.28	518522.03	275000.75	
sp|P27999|RPB9_YEAST	P27999	RPB9_YEAST	RPB9	122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB9	1.0	0.999	2	5	5	5	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	23588.414	0.0	0.0	341766.53	0.0	472169.78	246169.0	0.0	0.0	0.0	81944.52	129474.1	167706.9	88566.37	0.0	0.0	0.0	0.0	280384.47	0.0	0.0	210602.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28000|RPAC2_YEAST	P28000	RPAC2_YEAST	RPC19	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	1.0	0.999	2	17	17	17	2	1	1	1	2	1	2	0	0	1	1	1	2	1	1	2	1	1	1	2	1	2	0	0	1	1	1	2	1	1	2	1	1	1	2	1	2	0	0	1	1	1	2	1	1	328228.1	278486.25	231003.23	262553.1	307098.84	225982.42	203345.84	0.0	0.0	117283.52	255982.2	238936.39	231423.16	140915.17	328785.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28007|GAR1_YEAST	P28007	GAR1_YEAST	GAR1	205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit GAR1	0.965	0.999	1	8	8	8	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	547491.9	583139.1	487773.28	599855.2	556200.5	649765.25	452053.7	598354.7	0.0	0.0	0.0	542645.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28239|IPYR2_YEAST	P28239	IPYR2_YEAST	PPA2	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Inorganic pyrophosphatase, mitochondrial	1.0	0.9989	2	7	7	7	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1015737.9	1006754.7	957053.56	1161567.5	0.0	890785.56	1337540.8	837478.56	1379731.2	1022205.25	0.0	643650.06	655759.8	0.0	560201.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28240|ACEA_YEAST	P28240	ACEA_YEAST	ICL1	557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Isocitrate lyase	1.0	0.999	19	462	462	462	38	26	29	27	31	28	35	35	27	28	33	33	31	28	33	38	26	29	27	31	28	35	35	27	28	33	33	31	28	33	38	26	29	27	31	28	35	35	27	28	33	33	31	28	33	3.0960787E8	2.9313888E8	2.9572605E8	3.0421472E8	3.0377437E8	3.127356E8	3.364817E8	3.1301776E8	2.7151354E8	3.8420083E8	3.4039757E8	3.6758288E8	4.0381226E8	3.76884E8	3.7266742E8	6.240728E7	6.037019E7	6.1639076E7	6.308873E7	6.0916316E7	6.3536996E7	6.2379924E7	6.4754344E7	5.4524244E7	6.8370824E7	6.042558E7	6.878148E7	6.708076E7	7.326983E7	6.8779624E7	
sp|P28241|IDH2_YEAST	P28241	IDH2_YEAST	IDH2	369	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1.0	0.999	11	131	131	131	9	10	8	11	10	11	12	8	7	5	7	7	7	9	10	9	10	8	11	10	11	12	8	7	5	7	7	7	9	10	9	10	8	11	10	11	12	8	7	5	7	7	7	9	10	5.047066E7	3.775696E7	3.7262344E7	4.9051304E7	4.937899E7	3.9972588E7	6.535481E7	5.347125E7	5.3935184E7	5.8336876E7	5.517678E7	5.3703092E7	5.5896136E7	5.8912016E7	5.664739E7	1.2903533E7	1.3592238E7	1.3551007E7	1.3778452E7	1.3904782E7	1.2559993E7	1.6368327E7	1.3501268E7	1.3677194E7	1.4581879E7	1.3852589E7	1.3551916E7	1.2992527E7	1.4954001E7	1.3105588E7	
sp|P28272|PYRD_YEAST	P28272	PYRD_YEAST	URA1	314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dihydroorotate dehydrogenase (fumarate)	0.9606	0.9989	1	15	15	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1736057.2	1941145.8	1893676.0	1884382.8	1891487.4	1677357.0	1667630.8	1864230.8	1833040.6	1732196.6	1865098.5	2022170.6	1655880.5	2200765.0	1333798.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28273|OPLA_YEAST	P28273	OPLA_YEAST	OXP1	1286	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	5-oxoprolinase	1.0	0.999	6	17	17	17	1	3	2	5	2	3	0	0	1	0	0	0	0	0	0	1	3	2	5	2	3	0	0	1	0	0	0	0	0	0	1	3	2	5	2	3	0	0	1	0	0	0	0	0	0	601775.25	469033.8	453549.4	642443.75	493152.16	1182201.5	7553666.0	349424.12	860045.7	279221.53	273680.47	0.0	178776.3	61477.703	237152.69	358122.97	393082.5	384443.12	296221.88	376277.44	310550.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28274|URA7_YEAST	P28274	URA7_YEAST	URA7	579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	CTP synthase 1	0.9999	0.9978	2	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	33413.98	0.0	0.0	83570.81	0.0	0.0	0.0	26582.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28319|CWP1_YEAST	P28319	CWP1_YEAST	CWP1	239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cell wall protein CWP1	0.9958	0.9977	1	4	4	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1934939.9	1881857.5	1827010.4	1736544.0	1850112.4	0.0	2186089.0	2289699.8	2153648.8	2209095.2	1914677.2	0.0	0.0	2242676.8	2030426.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28321|MGLL_YEAST	P28321	MGLL_YEAST	YJU3	313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Monoglyceride lipase	1.0	0.9981	2	19	19	19	0	2	1	3	2	2	1	2	2	1	0	1	0	1	1	0	2	1	3	2	2	1	2	2	1	0	1	0	1	1	0	2	1	3	2	2	1	2	2	1	0	1	0	1	1	767621.94	799270.75	946958.8	927588.9	868427.0	826987.44	949355.4	1271256.0	1577197.8	1125090.2	928345.44	1241867.1	857327.0	1097872.0	1073104.6	0.0	0.0	821428.3	791694.44	741764.6	0.0	0.0	1114608.0	1150926.8	0.0	0.0	1008911.5	0.0	762549.4	888097.1	
sp|P28495|CAPZA_YEAST	P28495	CAPZA_YEAST	CAP1	268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha	1.0	0.999	3	17	17	17	3	2	2	3	1	2	0	0	1	0	1	2	0	0	0	3	2	2	3	1	2	0	0	1	0	1	2	0	0	0	3	2	2	3	1	2	0	0	1	0	1	2	0	0	0	2719707.5	2688271.2	2925817.2	3117680.0	3101805.8	2895021.8	2318104.5	1803002.8	2135710.0	2019646.2	2020643.0	675202.5	882298.8	1440016.6	1442575.0	1557704.4	1651716.1	1696034.2	1762041.6	1755833.9	1594552.1	1224112.6	1349882.6	1402216.9	1292899.5	1488558.5	354060.06	0.0	1079681.4	1041486.8	
sp|P28625|YIM1_YEAST	P28625	YIM1_YEAST	YIM1	365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein YIM1	1.0	0.9989	2	21	21	21	2	2	2	2	3	2	1	1	0	1	1	1	1	1	1	2	2	2	2	3	2	1	1	0	1	1	1	1	1	1	2	2	2	2	3	2	1	1	0	1	1	1	1	1	1	908901.6	882070.06	910021.4	934874.8	1019498.6	786812.44	1027685.94	705546.1	329336.75	678037.7	797443.9	1066642.2	694501.75	754309.9	793364.75	590705.56	407880.22	555593.44	573599.9	589572.25	511910.44	930377.2	589139.56	0.0	562353.9	702905.94	1025252.4	631660.7	552462.3	758529.44	
sp|P28707|SBA1_YEAST	P28707	SBA1_YEAST	SBA1	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Co-chaperone protein SBA1	1.0	0.999	4	38	38	38	3	5	3	3	3	3	3	2	1	2	2	2	2	2	2	3	5	3	3	3	3	3	2	1	2	2	2	2	2	2	3	5	3	3	3	3	3	2	1	2	2	2	2	2	2	3.2346814E7	3.0142316E7	3.1632752E7	3.3530302E7	3.609769E7	3.0922294E7	1.947842E7	2.635588E7	2.2887722E7	1.936196E7	2.3386166E7	4289821.5	4924967.0	2851334.5	2.5451862E7	1.8566888E7	1.7134922E7	1.7301098E7	1.7872242E7	1.79356E7	1.6976168E7	1.4860067E7	1.6699895E7	1.8281884E7	1.9361026E7	2.5828276E7	0.0	0.0	0.0	2.5099206E7	
sp|P28777|AROC_YEAST	P28777	AROC_YEAST	ARO2	376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Chorismate synthase	1.0	0.999	6	49	49	49	5	6	5	5	4	3	5	2	3	2	2	1	2	2	2	5	6	5	5	4	3	5	2	3	2	2	1	2	2	2	5	6	5	5	4	3	5	2	3	2	2	1	2	2	2	5172030.5	5051201.5	5256342.5	5063078.5	5602669.0	4895879.5	4873359.5	3252382.8	3643150.5	4208015.5	4674902.0	3507134.5	2460210.2	4215341.5	2885446.0	1261125.2	1216162.8	1247133.1	1247351.6	1322099.9	1157420.5	1131184.9	1132093.9	1147614.8	1195832.4	1182671.9	1159045.6	1144928.1	1353990.6	1134457.8	
sp|P28789|HEM3_YEAST	P28789	HEM3_YEAST	HEM3	327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Porphobilinogen deaminase	0.7731	0.992	1	3	3	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	734493.8	645532.75	642093.2	642988.75	661377.2	674428.3	0.0	0.0	0.0	0.0	465114.44	341760.7	423750.47	349967.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28795|PEX3_YEAST	P28795	PEX3_YEAST	PEX3	441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Peroxisomal biogenesis factor 3	0.9095	0.9973	1	5	5	5	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0.0	50451.434	0.0	9952.039	59080.652	48748.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P28817|HIBCH_YEAST	P28817	HIBCH_YEAST	EHD3	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein mS47	1.0	0.999	3	23	23	23	2	2	2	2	2	2	3	2	2	1	1	1	0	0	1	2	2	2	2	2	2	3	2	2	1	1	1	0	0	1	2	2	2	2	2	2	3	2	2	1	1	1	0	0	1	9683903.0	9941314.0	9134582.0	9251892.0	9314155.0	8951430.0	7800944.0	7062645.0	8297215.0	2275828.0	2826346.8	3142522.5	1860988.4	3283758.5	2874525.0	4171968.0	4168591.0	3674358.8	3744094.5	3968197.5	3774108.8	3098728.5	2989657.8	3374279.5	0.0	1990858.9	2350740.0	0.0	2419164.0	0.0	
